	UMAP1	UMAP2
poptr_mappings/paired/SRR3727128/abundance	-5.740968	-2.868144
poptr_mappings/paired/SRR7172690/abundance	-4.0635962	-3.9588373
poptr_mappings/paired/SRR7169102/abundance	-5.3066487	-15.09408
poptr_mappings/paired/SRR073217/abundance	-1.2565292	-4.9065166
poptr_mappings/paired/SRR7169066/abundance	-4.7215343	-15.997332
poptr_mappings/paired/SRR7171075/abundance	-7.7800083	-3.9139292
poptr_mappings/paired/SRR7172659/abundance	-3.290046	-4.3469405
poptr_mappings/paired/SRR4237583/abundance	-2.785423	-5.900133
poptr_mappings/paired/SRR7169582/abundance	-4.183312	-16.446028
poptr_mappings/paired/SRR7170839/abundance	-6.236187	-3.3782325
poptr_mappings/paired/SRR6031386/abundance	-3.7072563	-3.621479
poptr_mappings/paired/SRR7169025/abundance	-6.055164	-15.319921
poptr_mappings/paired/SRR4237573/abundance	-2.9540668	-13.63038
poptr_mappings/paired/SRR7170157/abundance	-3.268438	-17.353582
poptr_mappings/paired/SRR7166201/abundance	-2.9565341	-3.2887318
poptr_mappings/paired/SRR7170874/abundance	-9.062714	-4.2864
poptr_mappings/paired/SRR7171939/abundance	-4.218641	-3.1358554
poptr_mappings/paired/SRR7171459/abundance	-4.116115	-3.4712245
poptr_mappings/paired/SRR7180100/abundance	-3.528069	-5.034909
poptr_mappings/paired/SRR7169099/abundance	-5.335291	-18.188866
poptr_mappings/paired/ERR1864435/abundance	-7.417375	-4.208272
poptr_mappings/paired/SRR7172467/abundance	-8.666169	-4.016771
poptr_mappings/paired/SRR7171458/abundance	-3.337437	-3.3462877
poptr_mappings/paired/SRR7168872/abundance	-7.1764154	-3.7261908
poptr_mappings/paired/SRR7169583/abundance	-4.15654	-16.16694
poptr_mappings/paired/SRR4237581/abundance	-3.1332333	-14.778833
poptr_mappings/paired/SRR7172495/abundance	-8.781624	-3.9776819
poptr_mappings/paired/SRR7172465/abundance	-8.77941	-2.5979054
poptr_mappings/paired/ERR1864451/abundance	-2.9048736	-3.2017562
poptr_mappings/paired/SRR1799535/abundance	-4.0394063	-11.557321
poptr_mappings/paired/SRR7170876/abundance	-9.7145195	-4.6688414
poptr_mappings/paired/SRR7169576/abundance	-3.3608344	-18.233335
poptr_mappings/paired/SRR7170493/abundance	-6.7285466	-3.4903705
poptr_mappings/paired/SRR4237653/abundance	-3.4234235	-13.835199
poptr_mappings/paired/SRR7170440/abundance	-7.934692	-4.6246414
poptr_mappings/paired/SRR7170662/abundance	-8.641714	-3.5018427
poptr_mappings/paired/SRR7166197/abundance	-0.8802281	-5.583971
poptr_mappings/paired/SRR7171113/abundance	-10.10918	-4.4033
poptr_mappings/paired/SRR1799539/abundance	-3.0967376	-13.937727
poptr_mappings/paired/SRR7168857/abundance	-8.091415	-1.5182893
poptr_mappings/paired/SRR7230795/abundance	-8.21033	-2.9551966
poptr_mappings/paired/SRR7170149/abundance	-4.9237866	-18.464102
poptr_mappings/paired/SRR7169560/abundance	-5.1468935	-15.901786
poptr_mappings/paired/SRR7180141/abundance	-3.2915947	-3.8625693
poptr_mappings/paired/SRR7180086/abundance	-1.323798	-4.4520073
poptr_mappings/paired/SRR7168998/abundance	-3.545656	-16.097658
poptr_mappings/paired/SRR6053285/abundance	-3.0112774	-4.0872436
poptr_mappings/paired/SRR7172498/abundance	-8.022416	-4.002494
poptr_mappings/paired/SRR7170660/abundance	-9.231183	-4.85115
poptr_mappings/paired/SRR073157/abundance	-4.153906	-13.3186455
poptr_mappings/paired/SRR7168956/abundance	-4.478294	-16.891293
poptr_mappings/paired/SRR4237613/abundance	-3.067611	-14.361533
poptr_mappings/paired/SRR7170864/abundance	-11.56552	-3.9388888
poptr_mappings/paired/SRR7168846/abundance	-7.901033	-3.7962108
poptr_mappings/paired/SRR7169796/abundance	-3.488186	-17.69807
poptr_mappings/paired/SRR7169955/abundance	-5.530275	-15.453861
poptr_mappings/paired/SRR073216/abundance	-1.570732	-4.922362
poptr_mappings/paired/SRR7168851/abundance	-8.882551	-3.548089
poptr_mappings/paired/SRR7169817/abundance	-3.4162061	-17.02275
poptr_mappings/paired/SRR7170122/abundance	-5.601857	-17.050526
poptr_mappings/paired/SRR7230815/abundance	-7.542065	-2.9872048
poptr_mappings/paired/SRR7169591/abundance	-2.93801	-16.775307
poptr_mappings/paired/SRR7171099/abundance	-12.057938	-3.6843674
poptr_mappings/paired/SRR7169761/abundance	-4.403559	-15.930401
poptr_mappings/paired/SRR7172094/abundance	-2.1034024	-6.2172523
poptr_mappings/paired/SRR7170842/abundance	-11.340498	-3.7126975
poptr_mappings/paired/SRR7169085/abundance	-4.2805214	-17.350508
poptr_mappings/paired/SRR7169848/abundance	-4.9644175	-17.91936
poptr_mappings/paired/SRR7166156/abundance	-4.627479	-3.022899
poptr_mappings/paired/SRR7180074/abundance	-2.1616764	-4.561207
poptr_mappings/paired/SRR7171092/abundance	-10.50358	-4.1466503
poptr_mappings/paired/SRR7168970/abundance	-4.4365997	-13.590199
poptr_mappings/paired/SRR7170488/abundance	-8.95608	-4.6446457
poptr_mappings/paired/SRR7172076/abundance	-3.8880665	-4.1365514
poptr_mappings/paired/SRR3727136/abundance	-3.9527853	-3.2446423
poptr_mappings/paired/SRR7168823/abundance	-6.608775	-3.5707958
poptr_mappings/paired/SRR7170151/abundance	-6.0952353	-16.722757
poptr_mappings/paired/SRR7171907/abundance	-4.1771107	-4.939688
poptr_mappings/paired/SRR7168855/abundance	-7.8356414	-3.134429
poptr_mappings/paired/SRR7170642/abundance	-10.89973	-3.8941047
poptr_mappings/paired/SRR6232746/abundance	-3.8884914	-2.136792
poptr_mappings/paired/SRR2029777/abundance	-3.0355093	-2.8736498
poptr_mappings/paired/SRR7180090/abundance	-1.6018147	-6.086965
poptr_mappings/paired/SRR4237663/abundance	-2.8234084	-14.313826
poptr_mappings/paired/SRR7180131/abundance	-2.0112934	-5.1447244
poptr_mappings/paired/SRR7172472/abundance	-9.697065	-3.2385354
poptr_mappings/paired/SRR1799537/abundance	-3.8301961	-11.320349
poptr_mappings/paired/SRR7166205/abundance	-1.3499135	-6.1233153
poptr_mappings/paired/SRR7169592/abundance	-3.2766697	-15.73867
poptr_mappings/paired/SRR073202/abundance	-3.2594755	-10.491125
poptr_mappings/paired/SRR7170805/abundance	-9.891059	-4.4513707
poptr_mappings/paired/SRR7169858/abundance	-5.626248	-16.546133
poptr_mappings/paired/SRR7171937/abundance	-2.838221	-4.811754
poptr_mappings/paired/SRR7170853/abundance	-11.793761	-3.909129
poptr_mappings/paired/SRR7180101/abundance	-1.3048872	-4.816833
poptr_mappings/paired/SRR7171120/abundance	-9.71129	-2.4351695
poptr_mappings/paired/SRR7171909/abundance	-3.6921978	-4.2032847
poptr_mappings/paired/SRR7170510/abundance	-9.947784	-4.8395343
poptr_mappings/paired/SRR3727119/abundance	-3.780662	-3.7311068
poptr_mappings/paired/SRR7169832/abundance	-5.6647997	-15.831657
poptr_mappings/paired/SRR7170479/abundance	-9.101151	-4.0671935
poptr_mappings/paired/SRR072980/abundance	-3.609548	-11.511391
poptr_mappings/paired/SRR7171052/abundance	-10.513024	-3.932116
poptr_mappings/paired/SRR7168954/abundance	-4.26015	-16.595165
poptr_mappings/paired/SRR7169879/abundance	-6.4847054	-15.800949
poptr_mappings/paired/SRR7171494/abundance	-2.5838766	-3.3655813
poptr_mappings/paired/SRR7170883/abundance	-8.832994	-2.8515215
poptr_mappings/paired/SRR7230807/abundance	-8.85951	-4.347869
poptr_mappings/paired/SRR7230818/abundance	-6.978785	-3.4585464
poptr_mappings/paired/SRR7166179/abundance	-3.0242677	-4.734648
poptr_mappings/paired/ERR1864437/abundance	-7.4076643	-4.0983615
poptr_mappings/paired/SRR7172686/abundance	-2.9310024	-3.2327762
poptr_mappings/paired/SRR7169902/abundance	-3.6119726	-16.317513
poptr_mappings/paired/SRR073208/abundance	-3.617362	-10.485119
poptr_mappings/paired/SRR7172095/abundance	-4.1321874	-2.793685
poptr_mappings/paired/SRR7169782/abundance	-3.7837605	-15.900504
poptr_mappings/paired/SRR7180071/abundance	-0.67267424	-5.7737403
poptr_mappings/paired/SRR7172147/abundance	-3.6615784	-4.0279903
poptr_mappings/paired/SRR7170009/abundance	-5.9683976	-17.086555
poptr_mappings/paired/SRR7166143/abundance	-0.7728019	-5.550547
poptr_mappings/paired/SRR7171469/abundance	-3.327727	-3.3688843
poptr_mappings/paired/SRR4237589/abundance	-2.6495166	-14.352194
poptr_mappings/paired/SRR7170445/abundance	-12.283496	-3.9665284
poptr_mappings/paired/SRR7171916/abundance	-3.4003298	-3.3734684
poptr_mappings/paired/SRR7172123/abundance	-1.7494168	-6.622177
poptr_mappings/paired/SRR7172134/abundance	-3.9372916	-4.9967155
poptr_mappings/paired/SRR7169974/abundance	-5.0240264	-17.293116
poptr_mappings/paired/SRR7169080/abundance	-6.2835045	-16.495037
poptr_mappings/paired/SRR7166160/abundance	-1.7686099	-5.413451
poptr_mappings/paired/SRR4237654/abundance	-3.366828	-13.334758
poptr_mappings/paired/SRR7169077/abundance	-6.4865284	-15.487602
poptr_mappings/paired/SRR7166211/abundance	-2.8623626	-5.9305024
poptr_mappings/paired/SRR7169759/abundance	-3.8468418	-15.579859
poptr_mappings/paired/SRR7172666/abundance	-3.241219	-3.453982
poptr_mappings/paired/SRR7169815/abundance	-6.4755993	-15.553868
poptr_mappings/paired/SRR7170450/abundance	-9.993673	-4.0217876
poptr_mappings/paired/SRR7171498/abundance	-2.5514271	-5.0836124
poptr_mappings/paired/SRR7168866/abundance	-6.7551064	-2.4195147
poptr_mappings/paired/SRR7180148/abundance	-2.869121	-4.599665
poptr_mappings/paired/SRR7180134/abundance	-1.5783229	-5.8162203
poptr_mappings/paired/SRR7180105/abundance	-1.0869509	-6.053697
poptr_mappings/paired/SRR7169932/abundance	-6.500746	-15.4715805
poptr_mappings/paired/SRR7172100/abundance	-1.6611952	-5.544861
poptr_mappings/paired/SRR7168874/abundance	-6.6146398	-3.495731
poptr_mappings/paired/SRR7169868/abundance	-5.059367	-16.254534
poptr_mappings/paired/SRR073197/abundance	-3.1423452	-9.832915
poptr_mappings/paired/SRR7170442/abundance	-7.8688903	-1.718973
poptr_mappings/paired/SRR7170655/abundance	-7.6697326	-4.173076
poptr_mappings/paired/SRR7170886/abundance	-10.814375	-3.9780726
poptr_mappings/paired/SRR4237648/abundance	-3.3677185	-13.5288515
poptr_mappings/paired/SRR7169875/abundance	-5.962145	-17.350904
poptr_mappings/paired/SRR7169774/abundance	-6.0178695	-15.823489
poptr_mappings/paired/SRR7170634/abundance	-9.909349	-3.9289906
poptr_mappings/paired/SRR7169989/abundance	-4.657013	-16.48039
poptr_mappings/paired/SRR7171061/abundance	-8.006461	-3.6795907
poptr_mappings/paired/SRR7230785/abundance	-9.106012	-2.8651686
poptr_mappings/paired/SRR7169122/abundance	-5.084594	-15.103985
poptr_mappings/paired/SRR7170197/abundance	-4.480667	-17.19234
poptr_mappings/paired/SRR7170848/abundance	-9.167866	-4.3953876
poptr_mappings/paired/SRR5933797/abundance	-2.4641826	-2.544149
poptr_mappings/paired/SRR7172501/abundance	-6.2309356	-3.2643647
poptr_mappings/paired/SRR6031372/abundance	-4.587906	-3.758018
poptr_mappings/paired/SRR7170637/abundance	-6.411156	-3.6043837
poptr_mappings/paired/SRR7170622/abundance	-7.5661316	-4.2093987
poptr_mappings/paired/SRR7170191/abundance	-4.023616	-18.132114
poptr_mappings/paired/SRR7169777/abundance	-4.8320003	-14.971055
poptr_mappings/paired/SRR7169952/abundance	-5.653654	-14.84336
poptr_mappings/paired/SRR7170695/abundance	-10.618638	-3.9887435
poptr_mappings/paired/SRR7170135/abundance	-6.1352024	-15.247925
poptr_mappings/paired/SRR7169830/abundance	-3.979697	-16.25528
poptr_mappings/paired/SRR7171888/abundance	-2.489866	-3.2912564
poptr_mappings/paired/SRR7180149/abundance	-2.3835115	-6.324458
poptr_mappings/paired/SRR7170506/abundance	-10.891953	-3.1126482
poptr_mappings/paired/SRR7169838/abundance	-3.372458	-17.392365
poptr_mappings/paired/SRR7168966/abundance	-4.883962	-15.774842
poptr_mappings/paired/SRR7171462/abundance	-2.5379498	-3.5930784
poptr_mappings/paired/SRR5933793/abundance	-3.0481231	-2.8246067
poptr_mappings/paired/ERR1864422/abundance	-6.9013443	-3.8970037
poptr_mappings/paired/SRR7170873/abundance	-11.796298	-3.8296716
poptr_mappings/paired/SRR7169809/abundance	-6.096238	-17.179445
poptr_mappings/paired/SRR7172456/abundance	-7.298736	-2.8572729
poptr_mappings/paired/SRR7171455/abundance	-1.8168038	-4.5152454
poptr_mappings/paired/SRR7171914/abundance	-1.2220447	-4.7146106
poptr_mappings/paired/SRR7169793/abundance	-6.4326596	-16.267073
poptr_mappings/paired/SRR7170509/abundance	-10.30725	-3.73932
poptr_mappings/paired/SRR3727133/abundance	-4.503265	-2.273056
poptr_mappings/paired/ERR1864428/abundance	-6.9051523	-4.1362553
poptr_mappings/paired/SRR6031395/abundance	-3.6608326	-2.7574356
poptr_mappings/paired/SRR7172106/abundance	-3.0808434	-3.0750933
poptr_mappings/paired/SRR7170833/abundance	-8.392102	-4.218357
poptr_mappings/paired/ERR1864469/abundance	-3.6518936	-10.499391
poptr_mappings/paired/SRR7169996/abundance	-5.581764	-14.853089
poptr_mappings/paired/SRR7170143/abundance	-5.3901052	-17.40203
poptr_mappings/paired/SRR2029746/abundance	-3.1293247	-2.9762483
poptr_mappings/paired/SRR4237633/abundance	-2.948697	-13.995977
poptr_mappings/paired/SRR7168996/abundance	-5.513793	-17.775736
poptr_mappings/paired/SRR7166139/abundance	-0.38685393	-6.004879
poptr_mappings/paired/SRR7166157/abundance	-0.79306185	-6.4756494
poptr_mappings/paired/SRR7169805/abundance	-6.1194015	-16.01014
poptr_mappings/paired/SRR7180117/abundance	-3.9367216	-4.4406466
poptr_mappings/paired/SRR7169558/abundance	-3.6905608	-15.706225
poptr_mappings/paired/SRR7172688/abundance	-2.8599815	-3.821086
poptr_mappings/paired/SRR7169079/abundance	-6.158687	-16.682707
poptr_mappings/paired/SRR7170687/abundance	-8.557568	-4.8695126
poptr_mappings/paired/SRR073195/abundance	-3.1060066	-10.493577
poptr_mappings/paired/SRR5933787/abundance	-1.0245041	-4.879921
poptr_mappings/paired/SRR7166167/abundance	-4.2987857	-4.4269624
poptr_mappings/paired/SRR7172714/abundance	-3.9335358	-2.612945
poptr_mappings/paired/SRR7170831/abundance	-10.812453	-4.2014008
poptr_mappings/paired/SRR7172114/abundance	-3.4440992	-4.0962396
poptr_mappings/paired/SRR1799536/abundance	-3.9712217	-11.738907
poptr_mappings/paired/SRR7168853/abundance	-7.0299406	-3.341888
poptr_mappings/paired/SRR7171938/abundance	-2.6189544	-5.492167
poptr_mappings/paired/SRR4237646/abundance	-3.2259903	-15.76635
poptr_mappings/paired/SRR3723577/abundance	-3.284705	-12.072389
poptr_mappings/paired/SRR7166159/abundance	-2.7525437	-5.2441983
poptr_mappings/paired/SRR7170629/abundance	-7.1888294	-3.9564812
poptr_mappings/paired/SRR7168861/abundance	-8.533307	-3.5649295
poptr_mappings/paired/SRR7230801/abundance	-9.528776	-2.3015738
poptr_mappings/paired/SRR7170471/abundance	-9.347106	-4.691464
poptr_mappings/paired/SRR7168828/abundance	-8.864787	-4.289985
poptr_mappings/paired/ERR1864478/abundance	-2.994677	-8.748049
poptr_mappings/paired/ERR1864431/abundance	-7.547317	-4.3372645
poptr_mappings/paired/SRR7169940/abundance	-5.3226666	-15.430934
poptr_mappings/paired/SRR7171895/abundance	-4.351905	-4.1531377
poptr_mappings/paired/SRR7171482/abundance	-3.0686274	-5.6043925
poptr_mappings/paired/SRR7169779/abundance	-6.236063	-15.881566
poptr_mappings/paired/SRR7170623/abundance	-8.501685	-4.443739
poptr_mappings/paired/SRR7168831/abundance	-7.068137	-3.582622
poptr_mappings/paired/SRR7171500/abundance	-2.08594	-3.9600008
poptr_mappings/paired/SRR7170856/abundance	-9.394194	-3.756197
poptr_mappings/paired/SRR7170511/abundance	-8.891618	-4.183087
poptr_mappings/paired/SRR7172116/abundance	-3.005101	-5.9913526
poptr_mappings/paired/SRR7168983/abundance	-4.8396306	-17.34817
poptr_mappings/paired/SRR7230799/abundance	-8.908261	-2.6756756
poptr_mappings/paired/SRR7170845/abundance	-10.115379	-4.681611
poptr_mappings/paired/SRR7169020/abundance	-4.9046617	-14.340109
poptr_mappings/paired/SRR4237619/abundance	-2.8231971	-14.892819
poptr_mappings/paired/SRR7170464/abundance	-11.126998	-3.8820977
poptr_mappings/paired/SRR7166164/abundance	-0.96985906	-6.3053746
poptr_mappings/paired/SRR7168951/abundance	-5.692822	-16.876976
poptr_mappings/paired/SRR7170194/abundance	-3.9821174	-17.53621
poptr_mappings/paired/SRR7169894/abundance	-2.9992352	-16.756239
poptr_mappings/paired/SRR7180085/abundance	-2.9383025	-5.4903383
poptr_mappings/paired/SRR7169561/abundance	-3.3097453	-17.955164
poptr_mappings/paired/SRR7169575/abundance	-6.499142	-16.361338
poptr_mappings/paired/SRR4237592/abundance	-4.139819	-14.487279
poptr_mappings/paired/SRR7169756/abundance	-3.5427022	-15.810272
poptr_mappings/paired/SRR7169878/abundance	-6.122853	-16.04527
poptr_mappings/paired/SRR7172118/abundance	-2.3775496	-4.107229
poptr_mappings/paired/SRR7230786/abundance	-7.827243	-4.6021786
poptr_mappings/paired/SRR7170817/abundance	-10.125733	-3.9989133
poptr_mappings/paired/SRR7172689/abundance	-3.049609	-2.7527418
poptr_mappings/paired/SRR7172074/abundance	-1.9935857	-6.530007
poptr_mappings/paired/SRR7166131/abundance	-2.8625517	-6.20909
poptr_mappings/paired/SRR7169019/abundance	-3.9463773	-16.483854
poptr_mappings/paired/SRR7171106/abundance	-9.740165	-2.8097425
poptr_mappings/paired/SRR7030800/abundance	-4.9333043	-2.0676248
poptr_mappings/paired/SRR7170462/abundance	-9.68628	-4.0401497
poptr_mappings/paired/SRR073205/abundance	-3.3191767	-10.72608
poptr_mappings/paired/ERR1864444/abundance	-1.4488295	-5.29807
poptr_mappings/paired/SRR7171913/abundance	-4.350875	-3.0785508
poptr_mappings/paired/SRR7168830/abundance	-7.5672193	-2.4367223
poptr_mappings/paired/SRR7168883/abundance	-9.40667	-4.3135023
poptr_mappings/paired/SRR7172111/abundance	-3.84325	-2.7725897
poptr_mappings/paired/SRR7171082/abundance	-10.275173	-3.1476326
poptr_mappings/paired/SRR7172503/abundance	-8.929318	-3.2114856
poptr_mappings/paired/SRR7171069/abundance	-10.006227	-3.8242617
poptr_mappings/paired/SRR8474555/abundance	-2.0874429	-4.069673
poptr_mappings/paired/SRR7170658/abundance	-6.251013	-3.0173593
poptr_mappings/paired/SRR7180104/abundance	-0.4707727	-5.639385
poptr_mappings/paired/SRR7030828/abundance	-4.6901016	-2.2258973
poptr_mappings/paired/SRR7170499/abundance	-10.896986	-4.1108236
poptr_mappings/paired/SRR7171110/abundance	-7.899296	-3.411684
poptr_mappings/paired/SRR7169893/abundance	-5.50186	-17.1265
poptr_mappings/paired/SRR7170855/abundance	-12.547666	-3.5420253
poptr_mappings/paired/SRR7180118/abundance	-0.6633517	-5.387875
poptr_mappings/paired/SRR7030796/abundance	-4.48665	-2.7752197
poptr_mappings/paired/SRR5986249/abundance	-8.553502	-4.24926
poptr_mappings/paired/SRR7166169/abundance	-0.67737055	-5.4792714
poptr_mappings/paired/SRR7172677/abundance	-3.129448	-5.0185366
poptr_mappings/paired/SRR7169943/abundance	-4.304795	-15.768617
poptr_mappings/paired/SRR7172719/abundance	-3.8086224	-2.925574
poptr_mappings/paired/SRR7169008/abundance	-4.8134103	-15.140974
poptr_mappings/paired/SRR073175/abundance	-4.654003	-14.462465
poptr_mappings/paired/SRR7230821/abundance	-10.5185375	-4.0193787
poptr_mappings/paired/SRR7170830/abundance	-8.943173	-4.945106
poptr_mappings/paired/SRR7169740/abundance	-6.402842	-16.208183
poptr_mappings/paired/SRR7170633/abundance	-12.347752	-3.6087487
poptr_mappings/paired/SRR7170656/abundance	-7.406507	-3.4255364
poptr_mappings/paired/SRR3727111/abundance	-4.239244	-2.6226382
poptr_mappings/paired/SRR7169747/abundance	-3.35291	-16.693256
poptr_mappings/paired/SRR7171935/abundance	-1.1501076	-6.2459683
poptr_mappings/paired/SRR7180147/abundance	-3.3083467	-4.1724615
poptr_mappings/paired/SRR3727131/abundance	-3.1996484	-5.8048587
poptr_mappings/paired/SRR7171430/abundance	-2.3439684	-3.7942994
poptr_mappings/paired/SRR4237647/abundance	-2.9778957	-15.911181
poptr_mappings/paired/SRR7169621/abundance	-4.9396696	-16.515825
poptr_mappings/paired/SRR7169807/abundance	-5.4441247	-16.5454
poptr_mappings/paired/SRR7171112/abundance	-9.868156	-3.7830768
poptr_mappings/paired/SRR7172637/abundance	-2.5594554	-3.6605122
poptr_mappings/paired/SRR7168888/abundance	-8.065495	-3.9906242
poptr_mappings/paired/SRR7170132/abundance	-4.9105783	-18.378572
poptr_mappings/paired/SRR4237623/abundance	-4.1611342	-15.506186
poptr_mappings/paired/SRR7169808/abundance	-3.8302345	-16.865356
poptr_mappings/paired/SRR7230805/abundance	-10.662117	-3.160338
poptr_mappings/paired/SRR7169863/abundance	-5.364038	-16.578295
poptr_mappings/paired/SRR7172078/abundance	-2.2297676	-6.4992166
poptr_mappings/paired/SRR7171902/abundance	-2.0138392	-4.7788186
poptr_mappings/paired/SRR7169628/abundance	-5.0195045	-17.94911
poptr_mappings/paired/SRR7166182/abundance	-1.5565711	-5.2767215
poptr_mappings/paired/SRR7170455/abundance	-11.315493	-3.9936135
poptr_mappings/paired/SRR7168952/abundance	-5.9264154	-14.809195
poptr_mappings/paired/SRR7170481/abundance	-12.067953	-3.9261055
poptr_mappings/paired/SRR7168886/abundance	-8.713893	-2.639388
poptr_mappings/paired/SRR4237616/abundance	-3.06295	-13.045337
poptr_mappings/paired/SRR7180080/abundance	-2.8766856	-5.2776313
poptr_mappings/paired/SRR7172650/abundance	-0.3443824	-6.0574784
poptr_mappings/paired/SRR7169064/abundance	-4.6684732	-17.982655
poptr_mappings/paired/SRR7171899/abundance	-1.7156994	-6.0964847
poptr_mappings/paired/SRR7172487/abundance	-8.65526	-4.0529346
poptr_mappings/paired/SRR3727125/abundance	-4.205627	-2.5675066
poptr_mappings/paired/SRR073215/abundance	-3.2054706	-10.863609
poptr_mappings/paired/SRR7169823/abundance	-3.4085636	-16.189074
poptr_mappings/paired/SRR7168850/abundance	-6.1118793	-2.7658923
poptr_mappings/paired/SRR7170651/abundance	-12.368612	-3.7461324
poptr_mappings/paired/SRR4237641/abundance	-4.67424	-14.712381
poptr_mappings/paired/SRR7030795/abundance	-4.8581166	-2.1720142
poptr_mappings/paired/SRR7171489/abundance	-3.6523817	-4.6679726
poptr_mappings/paired/SRR7030812/abundance	-5.1346655	-1.6369076
poptr_mappings/paired/SRR7170199/abundance	-5.2305856	-17.824097
poptr_mappings/paired/SRR7169579/abundance	-4.3483143	-15.71445
poptr_mappings/paired/SRR7169804/abundance	-3.9906268	-17.555483
poptr_mappings/paired/SRR7169135/abundance	-4.847304	-14.137801
poptr_mappings/paired/SRR7170653/abundance	-10.553839	-4.2713537
poptr_mappings/paired/SRR7170184/abundance	-5.316045	-18.107748
poptr_mappings/paired/SRR7170126/abundance	-5.68269	-17.036976
poptr_mappings/paired/SRR5933798/abundance	-2.7541182	-2.4959917
poptr_mappings/paired/SRR7180106/abundance	-3.1481066	-5.6578484
poptr_mappings/paired/SRR073184/abundance	-3.4242878	-11.303025
poptr_mappings/paired/SRR7172696/abundance	-4.0142965	-4.4314523
poptr_mappings/paired/SRR5933799/abundance	-2.4305975	-2.2843165
poptr_mappings/paired/SRR7170146/abundance	-4.367935	-17.962305
poptr_mappings/paired/SRR4237612/abundance	-3.0307922	-13.319242
poptr_mappings/paired/SRR8474563/abundance	-2.0232081	-4.278686
poptr_mappings/paired/SRR7170145/abundance	-6.3322034	-15.174394
poptr_mappings/paired/SRR7030791/abundance	-4.9035206	-2.306238
poptr_mappings/paired/SRR7169574/abundance	-5.1175175	-16.45242
poptr_mappings/paired/SRR7166198/abundance	-1.1917946	-5.4940653
poptr_mappings/paired/SRR073124/abundance	-4.812213	-17.360176
poptr_mappings/paired/SRR7170159/abundance	-3.2927227	-18.00981
poptr_mappings/paired/SRR7172711/abundance	-2.9086015	-3.8362322
poptr_mappings/paired/SRR7170172/abundance	-5.3472476	-15.90003
poptr_mappings/paired/SRR6232744/abundance	-3.8240466	-1.9984392
poptr_mappings/paired/SRR7169791/abundance	-5.98829	-17.078613
poptr_mappings/paired/SRR073123/abundance	-3.9860225	-14.040966
poptr_mappings/paired/SRR7172115/abundance	-3.8233795	-3.3898764
poptr_mappings/paired/SRR7168839/abundance	-7.674866	-2.121746
poptr_mappings/paired/SRR7171501/abundance	-1.9338989	-5.3724265
poptr_mappings/paired/SRR6031364/abundance	-4.511796	-3.3162856
poptr_mappings/paired/SRR7170628/abundance	-10.43255	-3.2483754
poptr_mappings/paired/SRR7171493/abundance	-1.4160236	-5.436825
poptr_mappings/paired/SRR7230828/abundance	-7.8044972	-3.1552732
poptr_mappings/paired/SRR7172151/abundance	-3.5314252	-2.9342818
poptr_mappings/paired/SRR7171901/abundance	-3.5789685	-3.832339
poptr_mappings/paired/SRR7169078/abundance	-6.485757	-15.27135
poptr_mappings/paired/SRR1799554/abundance	-3.4493127	-13.7678
poptr_mappings/paired/SRR7180113/abundance	-1.7048783	-5.1799407
poptr_mappings/paired/SRR7172128/abundance	-1.4436785	-6.3095503
poptr_mappings/paired/SRR7170130/abundance	-6.2157435	-17.45079
poptr_mappings/paired/SRR7171468/abundance	-3.687324	-2.5564494
poptr_mappings/paired/SRR7171904/abundance	-2.9333994	-3.6126833
poptr_mappings/paired/SRR7169091/abundance	-5.6911764	-16.692677
poptr_mappings/paired/SRR1799533/abundance	-3.2487326	-13.9328985
poptr_mappings/paired/SRR7171887/abundance	-0.5827815	-5.2709374
poptr_mappings/paired/SRR7170174/abundance	-5.3115354	-16.82053
poptr_mappings/paired/SRR7169105/abundance	-4.3763847	-14.389636
poptr_mappings/paired/SRR7168955/abundance	-6.071858	-15.296086
poptr_mappings/paired/SRR7230812/abundance	-6.436739	-2.2566886
poptr_mappings/paired/SRR7230765/abundance	-7.7959085	-3.3515708
poptr_mappings/paired/SRR7170680/abundance	-8.575131	-1.8927985
poptr_mappings/paired/SRR7180142/abundance	-0.6988993	-6.5087376
poptr_mappings/paired/SRR7180078/abundance	-3.6521804	-5.5087166
poptr_mappings/paired/SRR7168848/abundance	-8.218556	-3.8152514
poptr_mappings/paired/SRR7172715/abundance	-3.214797	-3.066858
poptr_mappings/paired/SRR7169598/abundance	-5.441465	-16.14075
poptr_mappings/paired/SRR7180098/abundance	-3.5148325	-4.881339
poptr_mappings/paired/SRR7170012/abundance	-6.0029297	-15.299309
poptr_mappings/paired/SRR4237590/abundance	-3.042666	-14.663401
poptr_mappings/paired/SRR7170483/abundance	-9.817512	-4.9682217
poptr_mappings/paired/SRR7170011/abundance	-4.9892993	-14.976986
poptr_mappings/paired/SRR7170860/abundance	-7.1358895	-3.272437
poptr_mappings/paired/SRR7172493/abundance	-11.882341	-3.802331
poptr_mappings/paired/SRR7168995/abundance	-4.659857	-18.570278
poptr_mappings/paired/SRR7169881/abundance	-4.2651663	-14.408135
poptr_mappings/paired/SRR7171873/abundance	-1.1574697	-4.8743796
poptr_mappings/paired/SRR7170201/abundance	-4.4866605	-17.388119
poptr_mappings/paired/SRR3727123/abundance	-4.28413	-3.01046
poptr_mappings/paired/SRR7169600/abundance	-3.4221256	-15.780644
poptr_mappings/paired/SRR7171426/abundance	-1.7256356	-4.747617
