	UMAP1	UMAP2
arath_mappings/single/SRR7267215/abundance	-1.9875331	8.39875
arath_mappings/single/SRR3581853/abundance	0.32672384	1.2764956
arath_mappings/single/SRR7266010/abundance	-3.678376	22.248077
arath_mappings/single/SRR7267122/abundance	1.3209771	21.01641
arath_mappings/single/SRR6237029/abundance	2.0827477	3.4317594
arath_mappings/single/SRR5804024/abundance	-4.0012946	6.29103
arath_mappings/single/SRR7223862/abundance	-2.6951067	2.9321365
arath_mappings/single/SRR7266987/abundance	2.587685	18.611849
arath_mappings/single/SRR7896297/abundance	-4.118506	6.5011435
arath_mappings/single/SRR7896296/abundance	-3.9720256	6.344279
arath_mappings/single/SRR7657901/abundance	-1.3442619	3.042871
arath_mappings/single/SRR7267184/abundance	-0.60464334	10.616441
arath_mappings/single/SRR7266243/abundance	2.379053	16.786425
arath_mappings/single/SRR3581678/abundance	-0.2741974	2.274711
arath_mappings/single/SRR7266175/abundance	-1.1878643	21.286032
arath_mappings/single/SRR5410359/abundance	0.04781408	1.5810937
arath_mappings/single/SRR7267117/abundance	1.8018174	16.973993
arath_mappings/single/SRR7266309/abundance	-3.562247	21.634798
arath_mappings/single/SRR7266067/abundance	0.008165372	21.451866
arath_mappings/single/SRR7266230/abundance	-0.023818677	15.405531
arath_mappings/single/SRR7266110/abundance	2.3648381	17.120691
arath_mappings/single/SRR5804033/abundance	-4.405034	6.18784
arath_mappings/single/SRR7267082/abundance	-2.3046598	11.684399
arath_mappings/single/SRR7266997/abundance	-2.6632361	8.276887
arath_mappings/single/SRR6473504/abundance	-0.45733798	1.5539744
arath_mappings/single/SRR5410356/abundance	-0.2232817	1.4072206
arath_mappings/single/SRR2163045/abundance	-2.4245539	4.27651
arath_mappings/single/SRR7267145/abundance	-1.2649045	12.086678
arath_mappings/single/SRR7266129/abundance	-3.7034957	22.040873
arath_mappings/single/SRR4733529/abundance	2.3825142	1.9041113
arath_mappings/single/SRR7266042/abundance	1.4356936	15.961228
arath_mappings/single/SRR1947854/abundance	0.064158306	3.3036647
arath_mappings/single/SRR3581836/abundance	1.9313132	1.1321663
arath_mappings/single/SRR7267159/abundance	-0.9650804	10.911995
arath_mappings/single/SRR7217371/abundance	-5.96131	-11.935016
arath_mappings/single/SRR2980115/abundance	1.7289943	1.9955713
arath_mappings/single/SRR7267179/abundance	0.063937545	14.597812
arath_mappings/single/SRR7266166/abundance	-2.223448	10.541837
arath_mappings/single/SRR7217349/abundance	-6.0591197	-11.820367
arath_mappings/single/SRR7266371/abundance	2.42992	20.08746
arath_mappings/single/SRR6190472/abundance	2.458987	2.625635
arath_mappings/single/SRR7459240/abundance	-0.98999226	13.561664
arath_mappings/single/SRR6927980/abundance	-1.5877675	1.3147945
arath_mappings/single/SRR7970148/abundance	-3.5653193	3.9745772
arath_mappings/single/SRR7217331/abundance	-7.3046117	-11.263369
arath_mappings/single/SRR1688426/abundance	1.3675323	0.7519413
arath_mappings/single/SRR6237025/abundance	2.294812	2.8953807
arath_mappings/single/SRR1931773/abundance	-4.644152	5.527641
arath_mappings/single/SRR7267051/abundance	-0.9445858	9.7999735
arath_mappings/single/SRR7266084/abundance	1.2363993	15.752066
arath_mappings/single/SRR7266031/abundance	1.8521806	16.120668
arath_mappings/single/SRR7267216/abundance	-2.8386579	8.78588
arath_mappings/single/SRR7266078/abundance	1.6314927	16.475994
arath_mappings/single/SRR7266063/abundance	-2.1718304	12.01409
arath_mappings/single/SRR5141328/abundance	-3.4175305	3.3392382
arath_mappings/single/SRR6236990/abundance	2.1002727	1.9989439
arath_mappings/single/SRR7217330/abundance	-7.3157845	-11.330661
arath_mappings/single/SRR4733537/abundance	2.3345537	2.036474
arath_mappings/single/SRR7217365/abundance	-6.597004	-11.563811
arath_mappings/single/SRR7889746/abundance	-0.39037937	1.9359928
arath_mappings/single/SRR2062271/abundance	1.9094801	1.1659139
arath_mappings/single/SRR7266290/abundance	-3.9253516	23.332369
arath_mappings/single/SRR7267254/abundance	-1.1985712	9.959282
arath_mappings/single/SRR7266245/abundance	0.053901713	14.73939
arath_mappings/single/SRR6237035/abundance	2.180354	3.345789
arath_mappings/single/SRR7267094/abundance	2.4151902	16.809322
arath_mappings/single/SRR6237005/abundance	2.1576817	2.3314557
arath_mappings/single/SRR7267004/abundance	-1.4477488	11.405182
arath_mappings/single/SRR7223853/abundance	-3.183114	3.876188
arath_mappings/single/SRR7217367/abundance	-6.2020698	-11.705093
arath_mappings/single/SRR5121178/abundance	-0.53553516	2.3453724
arath_mappings/single/SRR7266297/abundance	0.1446838	21.459103
arath_mappings/single/SRR3504035/abundance	-2.4804764	4.7580004
arath_mappings/single/SRR5206876/abundance	-1.3059034	2.0699494
arath_mappings/single/SRR3504019/abundance	-4.6360793	5.8704386
arath_mappings/single/SRR7970151/abundance	-3.6913474	3.3262477
arath_mappings/single/SRR7657886/abundance	-0.8746582	2.6037643
arath_mappings/single/SRR7266225/abundance	-0.57182604	14.737962
arath_mappings/single/SRR7267190/abundance	-2.150728	7.8964224
arath_mappings/single/SRR5488368/abundance	-4.691487	6.0432487
arath_mappings/single/SRR7266069/abundance	-1.0166725	13.981281
arath_mappings/single/SRR7267280/abundance	-1.1754142	11.966988
arath_mappings/single/SRR7267294/abundance	0.22962518	14.73244
arath_mappings/single/SRR7267338/abundance	-0.6672031	12.826471
arath_mappings/single/SRR7266241/abundance	-0.4268125	15.198581
arath_mappings/single/SRR2062265/abundance	1.4072868	1.7729335
arath_mappings/single/SRR7266091/abundance	-0.75134856	13.183207
arath_mappings/single/SRR7267301/abundance	-2.5306408	8.076505
arath_mappings/single/SRR7267182/abundance	-1.4908364	9.879589
arath_mappings/single/SRR6237000/abundance	2.1977284	1.9662656
arath_mappings/single/SRR6361821/abundance	0.27271745	1.544504
arath_mappings/single/SRR6927981/abundance	-2.416295	1.6447009
arath_mappings/single/SRR7266363/abundance	-2.439306	10.262386
arath_mappings/single/SRR6669816/abundance	-2.850291	4.0632663
arath_mappings/single/SRR7970158/abundance	-3.9204578	4.2847447
arath_mappings/single/SRR1915975/abundance	-3.5495155	4.9242024
arath_mappings/single/SRR7267011/abundance	-0.98928565	14.714069
arath_mappings/single/SRR7267014/abundance	-0.31857094	14.033444
arath_mappings/single/SRR7267283/abundance	-0.9365848	9.305872
arath_mappings/paired/SRR1917200/abundance	1.0174586	3.5893803
arath_mappings/paired/SRR3087309/abundance	-1.831841	4.1540875
arath_mappings/paired/SRR6026656/abundance	-0.29702526	5.2665243
arath_mappings/paired/SRR2769741/abundance	-0.21883762	4.621928
arath_mappings/paired/SRR5363194/abundance	-6.2882695	4.3452454
arath_mappings/paired/SRR6066065/abundance	-3.2962167	1.8462975
arath_mappings/paired/SRR5407844/abundance	-0.72799265	4.982832
arath_mappings/paired/SRR5344668/abundance	-0.63238764	3.167562
arath_mappings/paired/SRR1768411/abundance	-1.2804269	5.9757
arath_mappings/paired/SRR2810504/abundance	-1.6193603	4.064462
arath_mappings/paired/SRR1781601/abundance	1.2453908	2.6239126
arath_mappings/paired/SRR5274635/abundance	-2.5314486	2.4991605
arath_mappings/paired/SRR6026624/abundance	-0.8456938	4.6221747
arath_mappings/paired/SRR6066062/abundance	-2.5346515	1.4221648
arath_mappings/paired/SRR5117877/abundance	0.25684562	4.974988
arath_mappings/paired/SRR8357169/abundance	-0.8763713	5.662667
arath_mappings/paired/SRR5096609/abundance	0.6554582	6.154503
arath_mappings/paired/SRR2000036/abundance	-0.87227863	4.975135
arath_mappings/paired/SRR7851411/abundance	-3.7228506	6.148141
arath_mappings/paired/SRR6852086/abundance	-2.1810286	5.6850343
arath_mappings/paired/SRR6026640/abundance	-0.121781774	4.719256
arath_mappings/paired/SRR2810503/abundance	-0.039091952	3.4741
arath_mappings/paired/SRR5242380/abundance	-0.45292613	2.5773199
arath_mappings/paired/SRR5488392/abundance	0.76557696	3.9667606
arath_mappings/paired/SRR2953681/abundance	-1.4407666	5.385056
arath_mappings/paired/SRR6821574/abundance	0.24070917	2.421177
arath_mappings/paired/SRR6029221/abundance	1.8539803	6.9260836
arath_mappings/paired/SRR3124748/abundance	1.7947507	2.4224112
arath_mappings/paired/SRR6026633/abundance	0.53783184	6.1955767
arath_mappings/paired/SRR6026655/abundance	-0.83815205	3.5996165
arath_mappings/paired/SRR8357171/abundance	-0.73585737	5.2921524
arath_mappings/paired/SRR5488388/abundance	2.3111608	7.1167192
arath_mappings/paired/SRR4407776/abundance	-0.59099936	2.9096193
arath_mappings/paired/SRR8475069/abundance	-3.5518792	2.5438566
arath_mappings/paired/SRR5040393/abundance	-1.0978786	3.3184733
arath_mappings/paired/SRR6026659/abundance	-1.0650023	5.409933
arath_mappings/paired/SRR6029259/abundance	0.7829143	7.314573
arath_mappings/paired/SRR1917203/abundance	1.1524488	4.8678894
arath_mappings/paired/SRR6821576/abundance	-0.28956887	2.7317448
arath_mappings/paired/SRR5117876/abundance	-2.8083727	5.57518
arath_mappings/paired/SRR6023541/abundance	1.7668328	6.237157
arath_mappings/paired/SRR4254418/abundance	-1.7588986	4.7589564
arath_mappings/paired/SRR5610323/abundance	-2.007562	4.450125
arath_mappings/paired/SRR6029220/abundance	1.0948333	7.2802124
arath_mappings/paired/SRR6281250/abundance	-0.45336172	3.743809
arath_mappings/paired/SRR6029233/abundance	0.13227756	7.7222056
arath_mappings/paired/SRR8413966/abundance	2.030604	6.8457565
arath_mappings/paired/SRR7851403/abundance	-2.0300958	4.8052945
arath_mappings/paired/SRR5274634/abundance	-2.6327112	2.2486708
arath_mappings/paired/SRR3124992/abundance	2.1487393	3.074418
arath_mappings/paired/SRR7851415/abundance	-1.8780502	4.479437
arath_mappings/paired/SRR6023549/abundance	1.4734982	3.9584148
arath_mappings/paired/SRR6048692/abundance	-1.2636943	5.5180273
arath_mappings/paired/SRR6821568/abundance	-0.52833885	2.3811786
arath_mappings/paired/SRR5420175/abundance	-0.6825004	5.2605286
arath_mappings/paired/SRR7851414/abundance	-2.0950165	4.6329794
arath_mappings/paired/SRR7851407/abundance	0.9292453	2.8941767
arath_mappings/paired/SRR5478936/abundance	0.27854338	5.183463
arath_mappings/paired/SRR5344035/abundance	-0.6649244	7.389034
arath_mappings/paired/SRR6029225/abundance	1.0272995	7.89132
arath_mappings/paired/SRR2953683/abundance	-1.0598588	6.0528054
arath_mappings/paired/SRR5363203/abundance	-5.7278824	3.988042
arath_mappings/paired/SRR6026621/abundance	0.19350854	3.673176
arath_mappings/paired/SRR5478902/abundance	0.11337927	5.0172143
arath_mappings/paired/SRR2810505/abundance	-1.5473926	4.0225744
arath_mappings/paired/SRR5195561/abundance	1.124516	4.813386
arath_mappings/paired/SRR6026653/abundance	-0.9763454	4.4549565
arath_mappings/paired/SRR6023555/abundance	1.0629435	3.6372542
arath_mappings/paired/SRR5344034/abundance	-0.553767	7.2573557
arath_mappings/paired/SRR5647097/abundance	-2.441344	3.4880128
arath_mappings/paired/SRR5195558/abundance	1.6047482	3.2721539
arath_mappings/paired/SRR6821571/abundance	-0.23332131	3.6713848
arath_mappings/paired/SRR5647096/abundance	-2.9508388	3.4639518
arath_mappings/paired/SRR3171724/abundance	-1.2592367	6.0567193
arath_mappings/paired/SRR6029262/abundance	0.866343	7.777767
arath_mappings/paired/SRR7213781/abundance	-3.8175845	4.1529794
arath_mappings/paired/SRR5363195/abundance	-6.3541307	4.5610933
arath_mappings/paired/SRR8416009/abundance	-0.2447356	2.003246
arath_mappings/paired/SRR5363193/abundance	-6.341154	4.610395
arath_mappings/paired/SRR2094583/abundance	-0.48414356	7.01812
arath_mappings/paired/SRR5428138/abundance	-0.7472044	5.1715684
arath_mappings/paired/SRR6023543/abundance	1.3511152	4.1410937
arath_mappings/paired/SRR8416006/abundance	-0.39509064	1.900737
arath_mappings/paired/SRR5117881/abundance	1.9953432	6.736272
arath_mappings/paired/SRR4254427/abundance	0.10535527	2.7418523
arath_mappings/paired/SRR7081637/abundance	1.8474827	6.970236
arath_mappings/paired/SRR6023544/abundance	1.3409705	3.8163762
arath_mappings/paired/SRR3318163/abundance	-4.79968	2.0935118
arath_mappings/paired/SRR5040368/abundance	-0.91993815	2.87137
arath_mappings/paired/SRR4254432/abundance	-2.3905091	5.1828847
arath_mappings/paired/SRR5488396/abundance	1.5318664	6.0482593
arath_mappings/paired/SRR6029264/abundance	0.67467105	7.8270764
arath_mappings/paired/SRR6029227/abundance	0.10866766	7.3760734
arath_mappings/paired/SRR6026648/abundance	0.5966325	4.922259
arath_mappings/paired/SRR5928351/abundance	-0.05934576	1.6901613
arath_mappings/paired/SRR5242383/abundance	-1.0682364	2.6984384
arath_mappings/paired/SRR5344031/abundance	-0.8579771	7.13002
arath_mappings/paired/SRR5040389/abundance	-2.1934814	4.5574074
arath_mappings/paired/SRR4254422/abundance	-2.151948	5.5568614
arath_mappings/paired/SRR5344020/abundance	-0.7195123	7.4934807
arath_mappings/paired/SRR8416013/abundance	-0.6178364	1.8830415
arath_mappings/paired/SRR5195579/abundance	-3.2777097	4.057717
arath_mappings/paired/SRR4254405/abundance	-2.0247805	5.6134605
arath_mappings/paired/SRR6048699/abundance	-0.68558264	3.4557908
arath_mappings/paired/SRR5610321/abundance	-1.6572509	4.052937
arath_mappings/paired/SRR6048704/abundance	0.2982014	5.865393
arath_mappings/paired/SRR6048698/abundance	-0.917314	4.126307
arath_mappings/paired/SRR8416007/abundance	-0.16108434	2.3900158
arath_mappings/paired/SRR6649852/abundance	1.2658056	2.4746962
arath_mappings/paired/SRR6029214/abundance	0.87191194	7.5405064
arath_mappings/paired/SRR6029236/abundance	0.670871	7.990286
arath_mappings/paired/SRR8415997/abundance	-1.135618	3.296077
arath_mappings/paired/SRR6023551/abundance	1.100667	3.7719128
arath_mappings/paired/SRR6029215/abundance	1.3339167	7.003542
arath_mappings/paired/SRR5478937/abundance	-0.07351456	5.3231153
arath_mappings/paired/SRR4254415/abundance	-1.3769605	4.8791575
arath_mappings/paired/SRR5046920/abundance	-1.1729026	5.989536
arath_mappings/paired/SRR5040396/abundance	-2.6007206	4.18675
arath_mappings/paired/SRR6215007/abundance	-0.40627122	2.1890619
arath_mappings/paired/SRR8325193/abundance	-0.32858765	2.3749228
arath_mappings/paired/SRR2953689/abundance	-1.2318926	6.098696
arath_mappings/paired/SRR3171722/abundance	-1.2821186	5.8998246
arath_mappings/paired/SRR6048706/abundance	-0.24560565	2.5869734
arath_mappings/paired/SRR2810506/abundance	-0.4688274	3.9117594
arath_mappings/paired/SRR3318769/abundance	-1.8372365	1.8701934
arath_mappings/paired/SRR6029212/abundance	1.2335397	7.408526
arath_mappings/paired/SRR4254423/abundance	0.2472134	2.5495274
arath_mappings/paired/SRR6026620/abundance	0.3654209	3.89628
arath_mappings/paired/SRR8416012/abundance	-1.0632796	2.1299179
arath_mappings/paired/SRR6026649/abundance	0.33542016	5.336186
arath_mappings/paired/SRR6029231/abundance	0.3509962	7.8802333
arath_mappings/paired/SRR6026652/abundance	-1.297433	3.9185724
arath_mappings/paired/SRR5478922/abundance	0.8557242	5.5005126
arath_mappings/paired/SRR1768384/abundance	-1.369877	5.7506843
arath_mappings/paired/SRR4360366/abundance	-1.8613653	5.645015
arath_mappings/paired/SRR3124754/abundance	-2.8574576	3.898573
arath_mappings/paired/SRR4254421/abundance	-0.19356161	2.3414216
arath_mappings/paired/SRR6108671/abundance	1.4220164	6.0763044
arath_mappings/paired/SRR3124743/abundance	1.6230167	2.6075237
arath_mappings/paired/SRR6029235/abundance	0.18093914	7.202829
arath_mappings/paired/SRR4254426/abundance	-1.4000906	5.0246854
arath_mappings/paired/SRR5344023/abundance	-0.7228865	7.3730536
arath_mappings/paired/SRR5046921/abundance	-1.0060418	5.6541677
arath_mappings/paired/SRR4254439/abundance	-1.3643396	5.368631
arath_mappings/paired/SRR5413191/abundance	-1.1426299	4.7067213
arath_mappings/paired/SRR5117883/abundance	-0.69428104	5.094107
arath_mappings/paired/SRR2953696/abundance	-1.2213155	5.952993
arath_mappings/paired/SRR6077549/abundance	1.9748482	1.1124024
arath_mappings/paired/SRR6048707/abundance	0.13199428	4.0376663
arath_mappings/paired/SRR4407787/abundance	0.014398683	4.0522623
arath_mappings/paired/SRR5478903/abundance	0.81650937	5.892311
arath_mappings/paired/SRR5363204/abundance	-5.980666	4.2910333
arath_mappings/paired/SRR6026635/abundance	-0.38195407	4.5095744
arath_mappings/paired/SRR1917206/abundance	0.97789407	3.4476376
arath_mappings/paired/SRR3171716/abundance	-1.3250182	5.880984
arath_mappings/paired/SRR5344037/abundance	-5.396526	2.7591155
arath_mappings/paired/SRR8297993/abundance	-2.1280084	3.3197486
arath_mappings/paired/SRR5478915/abundance	0.7285283	5.340415
arath_mappings/paired/SRR5344026/abundance	-0.68131155	7.502176
arath_mappings/paired/SRR6029208/abundance	0.70880413	6.7388144
arath_mappings/paired/SRR6320469/abundance	2.0156827	7.0826893
arath_mappings/paired/SRR8325194/abundance	-0.7671915	2.6290193
arath_mappings/paired/SRR5927661/abundance	0.74688804	4.404542
arath_mappings/paired/SRR6026657/abundance	-0.46304828	4.383305
arath_mappings/paired/SRR5478916/abundance	0.2745031	5.1106358
arath_mappings/paired/SRR5796521/abundance	1.3830726	3.4205246
arath_mappings/paired/SRR6670034/abundance	-0.060372822	2.2871296
arath_mappings/paired/SRR3124772/abundance	-2.6788683	4.6112475
arath_mappings/paired/SRR7213791/abundance	-0.3357103	4.936399
arath_mappings/paired/SRR8415996/abundance	-1.0385665	3.022145
arath_mappings/paired/SRR6108675/abundance	2.046496	6.832148
arath_mappings/paired/SRR4407755/abundance	-0.9360695	3.9208493
arath_mappings/paired/SRR8415999/abundance	-1.2271254	3.1749914
arath_mappings/paired/SRR5363197/abundance	-6.1967	4.0569177
arath_mappings/paired/SRR6670038/abundance	1.1895933	2.4853272
arath_mappings/paired/SRR3124766/abundance	-2.2379367	4.089707
arath_mappings/paired/SRR6057449/abundance	1.3024955	5.836807
arath_mappings/paired/SRR1802169/abundance	-1.1445659	4.3098993
arath_mappings/paired/SRR5195553/abundance	1.6646789	3.2179267
arath_mappings/paired/SRR6029216/abundance	1.0186405	7.7398224
arath_mappings/paired/SRR5478917/abundance	0.31285557	5.015894
arath_mappings/paired/SRR4407784/abundance	0.09520783	4.0447536
arath_mappings/paired/SRR8416011/abundance	-0.9647653	1.8128368
arath_mappings/paired/SRR4254436/abundance	-0.004010257	2.7381728
arath_mappings/paired/SRR6124010/abundance	-1.8866216	4.18796
arath_mappings/paired/SRR6026661/abundance	-0.20883948	5.402979
arath_mappings/paired/SRR6670031/abundance	-0.17566529	2.747662
arath_mappings/paired/SRR5046922/abundance	-1.1848254	5.72275
arath_mappings/paired/SRR2953693/abundance	-1.2462367	5.5686336
arath_mappings/paired/SRR7851399/abundance	-3.0009565	5.4620304
arath_mappings/paired/SRR5493774/abundance	-3.522042	5.0441008
arath_mappings/paired/SRR4254397/abundance	-1.4909774	5.070281
arath_mappings/paired/SRR6029247/abundance	0.59424144	7.196511
arath_mappings/paired/SRR6029232/abundance	0.42622888	7.6929593
arath_mappings/paired/SRR6026646/abundance	-0.73381937	5.64518
arath_mappings/paired/SRR3073710/abundance	2.3941555	2.2906148
arath_mappings/paired/SRR4407733/abundance	-0.52561736	4.712691
arath_mappings/paired/SRR5828263/abundance	-2.1707134	7.1649165
arath_mappings/paired/SRR5242379/abundance	-0.63333744	2.6978543
arath_mappings/paired/SRR6057446/abundance	1.5791554	6.6354213
arath_mappings/paired/SRR5040390/abundance	-2.0173357	4.5317416
arath_mappings/paired/SRR4407785/abundance	-0.21673122	3.8410084
arath_mappings/paired/SRR5363207/abundance	-6.32446	4.321034
arath_mappings/paired/SRR5274640/abundance	-2.9887528	3.4377346
arath_mappings/paired/SRR6066061/abundance	-2.7572653	2.189239
arath_mappings/paired/SRR6670033/abundance	1.4020269	2.8695855
arath_mappings/paired/SRR6026644/abundance	0.27263734	4.6212187
arath_mappings/paired/SRR5478929/abundance	0.55171025	5.9015336
arath_mappings/paired/SRR5478933/abundance	-2.507705	2.48134
arath_mappings/paired/SRR6026639/abundance	-0.45025706	4.485704
arath_mappings/paired/SRR4407744/abundance	-2.878885	2.1106827
arath_mappings/paired/SRR8416005/abundance	-2.050493	2.9964178
arath_mappings/paired/SRR3124990/abundance	1.4436952	2.3812861
arath_mappings/paired/SRR5344029/abundance	-4.642296	2.3421898
arath_mappings/paired/SRR6066066/abundance	-1.4399431	2.3971624
arath_mappings/paired/SRR6026642/abundance	-0.5670478	3.434358
arath_mappings/paired/SRR6077548/abundance	1.9626374	1.2723701
arath_mappings/paired/SRR4254411/abundance	0.14899741	2.5495543
arath_mappings/paired/SRR2163037/abundance	-1.3284416	4.128263
arath_mappings/paired/SRR5121268/abundance	2.1039598	7.051375
arath_mappings/paired/SRR6782849/abundance	-3.5614765	5.295699
arath_mappings/paired/SRR6649853/abundance	0.8847025	2.7780883
arath_mappings/paired/SRR5478913/abundance	-0.1094342	4.9312468
arath_mappings/paired/SRR7081638/abundance	1.9677382	6.965708
arath_mappings/paired/SRR8416000/abundance	0.4220539	3.426488
arath_mappings/paired/SRR5344667/abundance	-1.1326872	2.9854853
arath_mappings/paired/SRR6670035/abundance	0.20707753	3.3705244
arath_mappings/paired/SRR6026654/abundance	-0.7446566	3.3009055
arath_mappings/paired/SRR5195556/abundance	2.233415	7.072384
arath_mappings/paired/SRR5096608/abundance	0.6531482	6.1239986
arath_mappings/paired/SRR5344666/abundance	-1.0363227	2.757341
arath_mappings/paired/SRR6026638/abundance	0.8799893	5.8874917
arath_mappings/paired/SRR5478908/abundance	0.62557995	5.910564
arath_mappings/paired/SRR5875675/abundance	-0.10425225	5.3122625
arath_mappings/paired/SRR3318770/abundance	-2.6179	2.0484715
arath_mappings/paired/SRR6023546/abundance	1.3201559	3.990987
arath_mappings/paired/SRR5363208/abundance	-6.4529796	4.3989377
arath_mappings/paired/SRR6029242/abundance	1.2345129	7.542553
arath_mappings/paired/SRR5363199/abundance	-6.268845	4.39555
arath_mappings/paired/SRR6026622/abundance	-0.5631601	3.9358363
arath_mappings/paired/SRR5478925/abundance	0.4265654	5.941935
arath_mappings/paired/SRR5488393/abundance	0.7351748	3.6326244
arath_mappings/paired/SRR8415990/abundance	-0.505058	1.6700606
arath_mappings/paired/SRR6026631/abundance	0.67697394	5.5567174
arath_mappings/paired/SRR3087310/abundance	-1.9715939	4.3773127
arath_mappings/paired/SRR4426183/abundance	2.1869245	2.7446666
arath_mappings/paired/SRR5242378/abundance	-1.8873396	3.6890647
arath_mappings/paired/SRR4254424/abundance	0.15326568	2.4370096
arath_mappings/paired/SRR5195554/abundance	1.5557264	3.6530209
arath_mappings/paired/SRR6026660/abundance	-2.330717	5.6557355
arath_mappings/paired/SRR6029224/abundance	1.6410322	6.8996468
arath_mappings/paired/SRR6029263/abundance	1.1561562	7.6942134
arath_mappings/paired/SRR6124009/abundance	-1.8263911	4.2611146
arath_mappings/paired/SRR4426189/abundance	2.3656483	2.8058674
arath_mappings/paired/SRR5344024/abundance	-0.53758085	7.513225
arath_mappings/paired/SRR5828264/abundance	-2.5361123	3.3892179
arath_mappings/paired/SRR6023542/abundance	1.1341854	3.965296
arath_mappings/paired/SRR5117879/abundance	-0.4114669	5.3736277
arath_mappings/paired/SRR5478914/abundance	0.03238523	4.902378
arath_mappings/paired/SRR8416003/abundance	0.16739929	1.7532488
arath_mappings/paired/SRR1979105/abundance	-0.85022885	3.9642782
arath_mappings/paired/SRR6026637/abundance	-0.22817117	3.5847769
arath_mappings/paired/SRR5488394/abundance	0.7980852	4.3580093
arath_mappings/paired/SRR1802166/abundance	-1.6552715	3.641315
arath_mappings/paired/SRR6029229/abundance	0.27092043	7.915331
arath_mappings/paired/SRR1773556/abundance	1.0606239	5.401519
arath_mappings/paired/SRR8325190/abundance	-0.7828501	3.1146803
arath_mappings/paired/SRR6029248/abundance	0.56975704	7.3322325
arath_mappings/paired/SRR5117882/abundance	-0.8199741	5.215657
arath_mappings/paired/SRR5796519/abundance	1.561744	3.2071457
arath_mappings/paired/SRR8357172/abundance	-0.52136534	5.1316447
arath_mappings/paired/SRR5493768/abundance	-2.4108644	3.9069524
arath_mappings/paired/SRR5040388/abundance	-1.3776873	2.5395129
arath_mappings/paired/SRR8416004/abundance	-0.6164785	1.8239112
arath_mappings/paired/SRR6108677/abundance	1.5571202	6.084758
arath_mappings/paired/SRR4254419/abundance	-2.1579537	5.5868173
arath_mappings/paired/SRR5478938/abundance	-2.8215702	4.8109345
arath_mappings/paired/SRR5363205/abundance	-6.4319844	4.370082
arath_mappings/paired/SRR8297994/abundance	-2.1957607	3.1088057
arath_mappings/paired/SRR7213792/abundance	-1.4498897	4.409572
arath_mappings/paired/SRR5488390/abundance	0.26062977	4.541244
arath_mappings/paired/SRR5875105/abundance	-0.6095056	5.4397335
arath_mappings/paired/SRR1781769/abundance	1.0949304	3.6752205
arath_mappings/paired/SRR5344670/abundance	0.13715895	4.640144
arath_mappings/paired/SRR6066059/abundance	-2.5560977	1.8101803
arath_mappings/paired/SRR5488389/abundance	-0.22370239	5.4277263
arath_mappings/paired/SRR5344021/abundance	-5.979574	3.2428977
arath_mappings/paired/SRR4254408/abundance	-1.8654038	5.3416233
arath_mappings/paired/SRR1781602/abundance	1.3608173	2.5254989
arath_mappings/paired/SRR8357173/abundance	-0.7171745	5.1516623
arath_mappings/paired/SRR4407762/abundance	-0.09513386	3.0847685
arath_mappings/paired/SRR5096606/abundance	0.8603676	6.0867214
arath_mappings/paired/SRR6281260/abundance	0.32033172	5.3777432
arath_mappings/paired/SRR5478941/abundance	-0.1490333	5.610329
arath_mappings/paired/SRR1768403/abundance	-0.9783317	5.57582
arath_mappings/paired/SRR2953680/abundance	-1.1132175	5.5193996
arath_mappings/paired/SRR5796524/abundance	1.2519006	3.066487
arath_mappings/paired/SRR3171720/abundance	-1.252411	5.488315
arath_mappings/paired/SRR5478926/abundance	1.0099124	5.865706
arath_mappings/paired/SRR6318855/abundance	-3.5741298	5.5929747
arath_mappings/paired/SRR6029256/abundance	0.57242554	7.7435403
arath_mappings/paired/SRR4254430/abundance	-2.1696918	5.0437164
arath_mappings/paired/SRR5478905/abundance	0.3995477	5.738984
arath_mappings/paired/SRR5493770/abundance	-2.5371425	4.312784
arath_mappings/paired/SRR2953687/abundance	-1.5246823	5.481031
arath_mappings/paired/SRR5242376/abundance	-1.7621928	3.5518062
arath_mappings/paired/SRR5478946/abundance	-1.9469594	1.2650149
arath_mappings/paired/SRR5242375/abundance	-1.7081283	3.4628856
arath_mappings/paired/SRR6821575/abundance	-1.5823287	3.1739068
arath_mappings/paired/SRR6029253/abundance	0.35335568	8.004297
arath_mappings/paired/SRR5478935/abundance	-3.2240129	3.1845825
arath_mappings/paired/SRR5274637/abundance	-2.5965848	3.1110518
arath_mappings/paired/SRR8415991/abundance	-0.60763866	1.7442693
arath_mappings/paired/SRR7213782/abundance	-3.0651631	4.2440104
arath_mappings/paired/SRR5363196/abundance	-6.0055156	4.565649
arath_mappings/paired/SRR5478921/abundance	1.1253649	5.861834
arath_mappings/paired/SRR5478930/abundance	0.17740469	4.8566184
arath_mappings/paired/SRR5478927/abundance	0.25440636	5.773715
arath_mappings/paired/SRR5096604/abundance	1.5005248	6.5255427
arath_mappings/paired/SRR4254437/abundance	-2.0728831	5.3573847
arath_mappings/paired/SRR1917201/abundance	1.1231811	3.838774
arath_mappings/paired/SRR7851408/abundance	-3.6913388	5.991188
arath_mappings/paired/SRR6821567/abundance	-1.2038358	2.7993693
arath_mappings/paired/SRR5363211/abundance	-6.1321387	4.427666
arath_mappings/paired/SRR5488391/abundance	0.22429849	3.7362921
arath_mappings/paired/SRR6023545/abundance	1.3258585	4.808848
